name,owner,stargazerCount,created_at,time_since_created_at_in_seconds,pull_requests_accepted,releases_count,last_updated,current_date,time_since_last_update_in_seconds,primary_language,primary_language_mapping,total_issues,closed_issues,closed_issues_ratio
kong,Kong,38736,2014-11-17T23:56:08Z,308965519.836757,5948,141,2024-09-01T21:46:22Z,2024-09-01 23:41:27.836757+00:00,6905.836757,Lua,32.0,4393,4361,0.9927156840427953
prisma,prisma,38716,2019-06-20T13:33:47Z,164196460.836757,5493,195,2024-09-01T21:52:57Z,2024-09-01 23:41:27.836757+00:00,6510.836757,TypeScript,0.0,10426,7406,0.7103395357759448
CPlusPlusThings,Light-City,38647,2019-07-14T08:45:45Z,162140142.836757,72,0,2024-09-01T21:31:19Z,2024-09-01 23:41:27.836757+00:00,7808.836757,C++,3.0,221,215,0.9728506787330317
ColossalAI,hpcaitech,38545,2021-10-28T16:19:44Z,89796103.836757,3519,42,2024-09-01T21:31:19Z,2024-09-01 23:41:27.836757+00:00,7808.836757,Python,1.0,1647,1256,0.7625986642380085
pocketbase,pocketbase,38492,2022-07-05T06:06:21Z,68232906.836757,49,144,2024-09-01T22:45:41Z,2024-09-01 23:41:27.836757+00:00,3346.836757,Go,8.0,1453,1415,0.973847212663455
pyenv,pyenv,38460,2012-08-31T06:57:52Z,378837815.836757,878,103,2024-09-01T20:32:44Z,2024-09-01 23:41:27.836757+00:00,11323.836757,Roff,33.0,1759,1709,0.9715747583854463
sentry,getsentry,38436,2010-08-30T22:06:41Z,442028086.836757,56059,135,2024-09-01T23:01:10Z,2024-09-01 23:41:27.836757+00:00,2417.836757,Python,1.0,13159,10544,0.8012766927578083
acme.sh,acmesh-official,38344,2015-12-26T12:56:33Z,274099494.836757,1306,41,2024-09-01T22:36:50Z,2024-09-01 23:41:27.836757+00:00,3877.836757,Shell,5.0,3075,2077,0.6754471544715447
black,psf,38288,2018-03-14T19:54:45Z,204176802.836757,1473,44,2024-09-01T21:19:47Z,2024-09-01 23:41:27.836757+00:00,8500.836757,Python,1.0,2617,2260,0.8635842567825754
stablediffusion,Stability-AI,38246,2022-11-23T23:59:50Z,55986097.836757,18,0,2024-09-01T18:57:47Z,2024-09-01 23:41:27.836757+00:00,17020.836757,Python,1.0,302,72,0.23841059602649006
cheat.sh,chubin,38075,2017-05-07T21:40:56Z,231040831.836757,122,0,2024-09-01T18:32:50Z,2024-09-01 23:41:27.836757+00:00,18517.836757,Python,1.0,247,128,0.5182186234817814
fanqiang,bannedbook,37979,2015-01-14T00:34:25Z,304038422.836757,3,3,2024-09-01T22:49:52Z,2024-09-01 23:41:27.836757+00:00,3095.836757,Kotlin,27.0,754,449,0.5954907161803713
metabase,metabase,37914,2015-02-02T19:25:47Z,302328940.836757,24078,550,2024-09-01T23:21:28Z,2024-09-01 23:41:27.836757+00:00,1199.836757,Clojure,20.0,19760,15972,0.8082995951417004
Deep-Learning-Papers-Reading-Roadmap,floodsung,37894,2016-10-14T11:49:48Z,248788299.836757,28,0,2024-09-01T19:49:09Z,2024-09-01 23:41:27.836757+00:00,13938.836757,Python,1.0,53,5,0.09433962264150944
esbuild,evanw,37862,2016-06-14T16:08:50Z,259313557.836757,234,288,2024-09-01T16:37:41Z,2024-09-01 23:41:27.836757+00:00,25426.836757,Go,8.0,3449,3013,0.8735865468251667
php-src,php,37829,2011-06-16T01:52:25Z,417044942.836757,3190,0,2024-09-01T22:53:44Z,2024-09-01 23:41:27.836757+00:00,2863.836757,C,4.0,2944,2307,0.7836277173913043
video.js,videojs,37779,2010-05-14T18:45:10Z,451371377.836757,1766,320,2024-09-01T21:17:49Z,2024-09-01 23:41:27.836757+00:00,8618.836757,JavaScript,2.0,5267,4771,0.9058287450161382
bert,google-research,37748,2018-10-25T22:57:34Z,184725833.836757,32,0,2024-09-01T15:08:00Z,2024-09-01 23:41:27.836757+00:00,30807.836757,Python,1.0,1142,352,0.30823117338003503
tabler,tabler,37709,2018-02-01T09:08:59Z,207757948.836757,486,42,2024-09-01T21:34:19Z,2024-09-01 23:41:27.836757+00:00,7628.836757,HTML,10.0,907,832,0.9173098125689085
lobe-chat,lobehub,37681,2023-05-21T07:19:12Z,40580535.836757,1030,848,2024-09-01T23:41:40Z,2024-09-01 23:41:27.836757+00:00,-12.163243,TypeScript,0.0,1883,1556,0.8263409453000531
impress.js,impress,37613,2011-12-28T22:23:19Z,400123088.836757,121,15,2024-09-01T15:00:25Z,2024-09-01 23:41:27.836757+00:00,31262.836757,JavaScript,2.0,479,425,0.8872651356993737
iina,iina,37568,2016-12-19T07:18:45Z,243102162.836757,732,44,2024-09-01T19:28:37Z,2024-09-01 23:41:27.836757+00:00,15170.836757,Swift,29.0,3888,2259,0.5810185185185185
MPAndroidChart,PhilJay,37517,2014-04-25T14:29:47Z,326797900.836757,190,44,2024-09-01T17:26:36Z,2024-09-01 23:41:27.836757+00:00,22491.836757,Java,7.0,4939,2884,0.5839238712289937
wrk,wg,37464,2012-03-20T11:12:28Z,392992139.836757,0,0,2024-09-01T21:33:02Z,2024-09-01 23:41:27.836757+00:00,7705.836757,C,4.0,402,262,0.6517412935323383
open-webui,open-webui,37457,2023-10-06T22:08:27Z,28603980.836757,1142,47,2024-09-01T23:30:54Z,2024-09-01 23:41:27.836757+00:00,633.836757,Svelte,34.0,1963,1826,0.9302088639836984
cobra,spf13,37422,2013-09-03T20:40:26Z,346993261.836757,583,22,2024-09-01T21:22:06Z,2024-09-01 23:41:27.836757+00:00,8361.836757,Go,8.0,1152,957,0.8307291666666666
chakra-ui,chakra-ui,37395,2019-08-17T14:27:54Z,159182013.836757,2400,1000,2024-09-01T22:54:19Z,2024-09-01 23:41:27.836757+00:00,2828.836757,MDX,24.0,3645,3360,0.9218106995884774
styleguide,google,37173,2015-05-20T19:18:59Z,293084548.836757,161,0,2024-09-01T17:48:15Z,2024-09-01 23:41:27.836757+00:00,21192.836757,HTML,10.0,331,166,0.5015105740181269
odoo,odoo,37149,2014-05-13T15:38:58Z,325238549.836757,6175,0,2024-09-01T21:12:22Z,2024-09-01 23:41:27.836757+00:00,8945.836757,Python,1.0,17613,14856,0.8434678930335547
Made-With-ML,GokuMohandas,37012,2018-11-05T03:44:27Z,183844620.836757,147,0,2024-09-01T14:36:30Z,2024-09-01 23:41:27.836757+00:00,32697.836757,Jupyter Notebook,15.0,71,56,0.7887323943661971
htmx,bigskysoftware,36991,2020-04-13T16:17:51Z,138439416.836757,757,22,2024-09-01T21:47:48Z,2024-09-01 23:41:27.836757+00:00,6819.836757,JavaScript,2.0,1365,831,0.6087912087912087
chinese-independent-developer,1c7,36976,2017-09-21T11:08:23Z,219241984.836757,236,0,2024-09-01T18:23:40Z,2024-09-01 23:41:27.836757+00:00,19067.836757,,,139,138,0.9928057553956835
freecodecamp.cn,FreeCodeCampChina,36956,2016-09-30T03:13:43Z,250028864.836757,55,0,2024-09-01T23:21:25Z,2024-09-01 23:41:27.836757+00:00,1202.836757,CSS,18.0,585,445,0.7606837606837606
Open-Assistant,LAION-AI,36927,2022-12-13T05:24:17Z,54325030.836757,1616,127,2024-09-01T23:35:41Z,2024-09-01 23:41:27.836757+00:00,346.836757,Python,1.0,1641,1418,0.8641072516758075
phaser,phaserjs,36888,2013-04-12T12:27:51Z,359464416.836757,1676,150,2024-09-01T22:54:37Z,2024-09-01 23:41:27.836757+00:00,2810.836757,JavaScript,2.0,4366,4308,0.9867155290884104
zju-icicles,QSCTech,36869,2016-06-28T16:17:32Z,258103435.836757,211,0,2024-09-01T19:44:54Z,2024-09-01 23:41:27.836757+00:00,14193.836757,HTML,10.0,76,64,0.8421052631578947
tidb,pingcap,36839,2015-09-06T04:01:52Z,283721975.836757,29421,197,2024-09-01T21:45:16Z,2024-09-01 23:41:27.836757+00:00,6971.836757,Go,8.0,18801,15293,0.8134141800968033
nvm-windows,coreybutler,36762,2014-09-20T16:37:28Z,314003039.836757,97,20,2024-09-01T20:55:57Z,2024-09-01 23:41:27.836757+00:00,9930.836757,Go,8.0,849,778,0.9163722025912838
diagrams,mingrammer,36756,2020-02-02T15:23:24Z,144577083.836757,255,40,2024-09-01T19:02:22Z,2024-09-01 23:41:27.836757+00:00,16745.836757,Python,1.0,494,190,0.38461538461538464
free,freefq,36711,2020-06-07T02:48:33Z,133735974.836757,0,0,2024-09-01T14:49:43Z,2024-09-01 23:41:27.836757+00:00,31904.836757,,,655,184,0.28091603053435116
llm-course,mlabonne,36631,2023-06-17T22:16:25Z,38193902.836757,1,0,2024-09-01T20:51:36Z,2024-09-01 23:41:27.836757+00:00,10191.836757,Jupyter Notebook,15.0,67,26,0.3880597014925373
English-level-up-tips,byoungd,36601,2017-05-30T07:18:52Z,229105355.836757,26,0,2024-09-01T22:11:57Z,2024-09-01 23:41:27.836757+00:00,5370.836757,HTML,10.0,98,72,0.7346938775510204
cli,cli,36559,2019-10-03T15:24:53Z,155117794.836757,2171,140,2024-09-01T19:56:26Z,2024-09-01 23:41:27.836757+00:00,13501.836757,Go,8.0,4300,3665,0.8523255813953489
preact,preactjs,36503,2015-09-11T02:40:18Z,283294869.836757,1670,209,2024-09-01T18:53:20Z,2024-09-01 23:41:27.836757+00:00,17287.836757,JavaScript,2.0,1812,1685,0.9299116997792495
interview_internal_reference,0voice,36502,2019-06-10T06:54:19Z,165084428.836757,35,0,2024-09-01T23:40:23Z,2024-09-01 23:41:27.836757+00:00,64.836757,Python,1.0,45,18,0.4
ClickHouse,ClickHouse,36490,2016-06-02T08:28:18Z,260377989.836757,39815,577,2024-09-01T22:41:47Z,2024-09-01 23:41:27.836757+00:00,3580.836757,C++,3.0,21022,17612,0.8377889829702216
tutorials,eugenp,36452,2013-04-29T18:26:36Z,357974091.836757,12275,0,2024-09-01T23:31:39Z,2024-09-01 23:41:27.836757+00:00,588.836757,Java,7.0,755,732,0.9695364238410596
vaultwarden,dani-garcia,36448,2018-02-17T22:40:20Z,206326867.836757,826,59,2024-09-01T21:45:37Z,2024-09-01 23:41:27.836757+00:00,6950.836757,Rust,13.0,2021,2012,0.9955467590301831
gorm,go-gorm,36443,2013-10-25T08:31:38Z,342544189.836757,714,2,2024-09-01T17:51:18Z,2024-09-01 23:41:27.836757+00:00,21009.836757,Go,8.0,5735,5325,0.9285091543156059
pure-bash-bible,dylanaraps,36398,2018-06-13T01:39:33Z,196380114.836757,28,0,2024-09-01T21:37:30Z,2024-09-01 23:41:27.836757+00:00,7437.836757,Shell,5.0,77,33,0.42857142857142855
50projects50days,bradtraversy,36370,2020-11-16T14:39:01Z,119696546.836757,42,0,2024-09-01T20:20:26Z,2024-09-01 23:41:27.836757+00:00,12061.836757,CSS,18.0,0,0,
FastChat,lm-sys,36304,2023-03-19T00:18:02Z,46049005.836757,798,14,2024-09-01T21:43:29Z,2024-09-01 23:41:27.836757+00:00,7078.836757,Python,1.0,1758,1005,0.5716723549488054
ant-design-pro,ant-design,36294,2017-08-25T10:40:44Z,221576443.836757,964,26,2024-09-01T08:11:21Z,2024-09-01 23:41:27.836757+00:00,55806.836757,TypeScript,0.0,9635,9495,0.9854696419304618
manifesto,opentofu,36239,2023-08-13T16:17:24Z,33290643.836757,763,0,2024-09-01T22:49:44Z,2024-09-01 23:41:27.836757+00:00,3103.836757,HTML,10.0,25,11,0.44
lazydocker,jesseduffield,36111,2019-05-18T08:53:50Z,167064457.836757,181,40,2024-09-01T22:16:44Z,2024-09-01 23:41:27.836757+00:00,5083.836757,Go,8.0,316,181,0.5727848101265823
python-cheatsheet,gto76,36069,2018-01-25T04:16:53Z,208380274.836757,14,0,2024-09-01T19:36:34Z,2024-09-01 23:41:27.836757+00:00,14693.836757,Python,1.0,65,60,0.9230769230769231
airflow,apache,36068,2015-04-13T18:04:58Z,296285789.836757,21644,88,2024-09-01T22:50:54Z,2024-09-01 23:41:27.836757+00:00,3033.836757,Python,1.0,9534,8670,0.9093769666456891
leveldb,google,36041,2014-08-27T21:17:52Z,316059815.836757,62,21,2024-09-01T18:00:37Z,2024-09-01 23:41:27.836757+00:00,20450.836757,C++,3.0,755,534,0.7072847682119205
shellcheck,koalaman,36017,2012-11-17T03:15:11Z,372111976.836757,285,29,2024-09-01T23:18:05Z,2024-09-01 23:41:27.836757+00:00,1402.836757,Haskell,35.0,2647,1642,0.6203248961088024
vim,vim,36011,2015-08-18T21:03:56Z,285302251.836757,438,0,2024-09-01T20:04:08Z,2024-09-01 23:41:27.836757+00:00,13039.836757,Vim Script,17.0,8197,6777,0.8267658899597413
nanoGPT,karpathy,36003,2022-12-28T00:51:12Z,53045415.836757,44,0,2024-09-01T20:30:42Z,2024-09-01 23:41:27.836757+00:00,11445.836757,Python,1.0,312,102,0.3269230769230769
JavaFamily,AobingJava,35882,2019-11-12T04:26:18Z,151701309.836757,2,0,2024-09-01T21:22:53Z,2024-09-01 23:41:27.836757+00:00,8314.836757,,,62,60,0.967741935483871
mitmproxy,mitmproxy,35773,2010-02-16T04:10:13Z,458940674.836757,2377,66,2024-09-01T21:22:16Z,2024-09-01 23:41:27.836757+00:00,8351.836757,Python,1.0,3355,3039,0.9058122205663189
quivr,QuivrHQ,35772,2023-05-12T23:53:30Z,41298477.836757,1591,312,2024-09-01T23:41:00Z,2024-09-01 23:41:27.836757+00:00,27.836757,Python,1.0,1290,1198,0.9286821705426357
DragGAN,XingangPan,35641,2023-05-18T10:08:02Z,40829605.836757,18,0,2024-09-01T21:52:57Z,2024-09-01 23:41:27.836757+00:00,6510.836757,Python,1.0,188,46,0.24468085106382978
istio,istio,35639,2016-11-18T23:57:21Z,245720646.836757,26077,356,2024-09-01T22:24:17Z,2024-09-01 23:41:27.836757+00:00,4630.836757,Go,8.0,19848,19361,0.9754635227730754
og-aws,open-guides,35639,2016-07-13T17:30:16Z,256803071.836757,498,0,2024-09-01T12:27:49Z,2024-09-01 23:41:27.836757+00:00,40418.836757,Shell,5.0,227,87,0.3832599118942731
v,vlang,35634,2019-02-08T02:57:06Z,175639461.836757,10749,221,2024-09-01T21:40:24Z,2024-09-01 23:41:27.836757+00:00,7263.836757,V,36.0,8505,7605,0.8941798941798942
lerna,lerna,35618,2015-12-04T09:36:55Z,276012272.836757,966,238,2024-08-31T22:03:25Z,2024-09-01 23:41:27.836757+00:00,92282.836757,TypeScript,0.0,2621,2253,0.8595955742083174
wtfpython,satwikkansal,35595,2017-08-28T20:22:19Z,221282348.836757,100,2,2024-09-01T08:16:40Z,2024-09-01 23:41:27.836757+00:00,55487.836757,Python,1.0,197,125,0.6345177664974619
deeplearningbook-chinese,exacity,35563,2016-12-07T11:46:51Z,244122876.836757,16,7,2024-09-01T21:33:43Z,2024-09-01 23:41:27.836757+00:00,7664.836757,TeX,37.0,201,137,0.681592039800995
GFPGAN,TencentARC,35434,2021-03-19T06:18:20Z,109099387.836757,14,8,2024-09-01T17:46:04Z,2024-09-01 23:41:27.836757+00:00,21323.836757,Python,1.0,471,126,0.267515923566879
arthas,alibaba,35307,2018-08-29T17:15:57Z,189671130.836757,514,53,2024-09-01T06:46:56Z,2024-09-01 23:41:27.836757+00:00,60871.836757,Java,7.0,1986,1665,0.8383685800604229
taro,NervJS,35283,2018-04-08T09:32:26Z,202054141.836757,3226,182,2024-09-01T10:01:13Z,2024-09-01 23:41:27.836757+00:00,49214.836757,TypeScript,0.0,11175,9932,0.8887695749440716
curl,curl,35260,2010-03-18T22:32:22Z,456282545.836757,181,81,2024-09-01T20:14:38Z,2024-09-01 23:41:27.836757+00:00,12409.836757,C,4.0,4644,4638,0.9987080103359173
fullPage.js,alvarotrigo,35189,2013-09-20T11:58:29Z,345555778.836757,310,96,2024-09-01T23:44:26Z,2024-09-01 23:41:27.836757+00:00,-178.163243,JavaScript,2.0,4085,3950,0.966952264381885
hello-algorithm,geekxh,35131,2020-05-29T05:47:09Z,134502858.836757,26,0,2024-09-01T21:27:04Z,2024-09-01 23:41:27.836757+00:00,8063.836757,Java,7.0,42,32,0.7619047619047619
bark,suno-ai,35129,2023-04-07T19:34:48Z,44337999.836757,19,0,2024-09-01T22:24:44Z,2024-09-01 23:41:27.836757+00:00,4603.836757,Jupyter Notebook,15.0,432,230,0.5324074074074074
aspnetcore,dotnet,35122,2014-03-11T06:09:42Z,330715905.836757,16017,232,2024-09-01T23:20:27Z,2024-09-01 23:41:27.836757+00:00,1260.836757,C#,11.0,34539,31211,0.9036451547525985
llama_index,run-llama,35105,2022-11-02T04:24:54Z,57870993.836757,5167,317,2024-09-01T23:40:42Z,2024-09-01 23:41:27.836757+00:00,45.836757,Python,1.0,4947,4326,0.8744693753790176
koa,koajs,35092,2013-07-20T18:53:45Z,350887662.836757,497,0,2024-09-01T20:57:11Z,2024-09-01 23:41:27.836757+00:00,9856.836757,JavaScript,2.0,907,887,0.9779492833517089
tldraw,tldraw,35066,2021-05-09T11:48:37Z,104673170.836757,2169,38,2024-09-01T18:00:07Z,2024-09-01 23:41:27.836757+00:00,20480.836757,TypeScript,0.0,1160,913,0.7870689655172414
aria2,aria2,34974,2010-11-27T09:41:48Z,434383179.836757,252,24,2024-09-01T18:11:41Z,2024-09-01 23:41:27.836757+00:00,19786.836757,C++,3.0,1847,807,0.43692474282620464
shadowsocks-android,shadowsocks,34965,2012-12-16T13:40:29Z,369568858.836757,255,184,2024-09-01T21:19:46Z,2024-09-01 23:41:27.836757+00:00,8501.836757,Kotlin,27.0,2489,2450,0.9843310566492567
lottie-android,airbnb,34931,2016-10-06T22:42:42Z,249440325.836757,681,50,2024-09-01T21:22:53Z,2024-09-01 23:41:27.836757+00:00,8314.836757,Java,7.0,1714,1690,0.9859976662777129
bevy,bevyengine,34927,2020-01-18T21:13:55Z,145852052.836757,3503,28,2024-09-01T23:34:51Z,2024-09-01 23:41:27.836757+00:00,396.836757,Rust,13.0,5298,3544,0.6689316723291808
wtfjs,denysdovhan,34925,2017-07-14T15:42:12Z,225187155.836757,124,25,2024-09-01T22:57:13Z,2024-09-01 23:41:27.836757+00:00,2654.836757,JavaScript,2.0,112,96,0.8571428571428571
sheetjs,SheetJS,34915,2012-12-03T19:25:52Z,370671335.836757,106,0,2024-09-01T21:31:01Z,2024-09-01 23:41:27.836757+00:00,7826.836757,,,2384,2267,0.9509228187919463
devdocs,freeCodeCamp,34872,2013-10-24T18:16:07Z,342595520.836757,751,0,2024-09-01T20:52:23Z,2024-09-01 23:41:27.836757+00:00,10144.836757,Ruby,26.0,1171,997,0.8514090520922288
MockingBird,babysor,34837,2021-08-07T03:53:39Z,96925668.836757,77,1,2024-09-01T18:07:44Z,2024-09-01 23:41:27.836757+00:00,20023.836757,Python,1.0,875,411,0.4697142857142857
nativefier,nativefier,34821,2015-07-05T05:56:42Z,289158285.836757,261,99,2024-09-01T17:06:29Z,2024-09-01 23:41:27.836757+00:00,23698.836757,TypeScript,0.0,1237,982,0.793856103476152
hackathon-starter,sahat,34793,2013-11-13T17:24:12Z,340870635.836757,323,15,2024-09-01T21:56:03Z,2024-09-01 23:41:27.836757+00:00,6324.836757,JavaScript,2.0,650,643,0.9892307692307692
955.WLB,formulahendry,34568,2019-03-27T23:53:37Z,171503270.836757,18,0,2024-09-01T21:42:19Z,2024-09-01 23:41:27.836757+00:00,7148.836757,,,260,81,0.31153846153846154
glide,bumptech,34560,2013-07-08T22:52:33Z,351910134.836757,538,47,2024-09-01T17:32:35Z,2024-09-01 23:41:27.836757+00:00,22132.836757,Java,7.0,4432,3911,0.8824458483754513
DeepSpeed,microsoft,34551,2020-01-23T18:35:18Z,145429569.836757,2332,78,2024-09-01T19:03:56Z,2024-09-01 23:41:27.836757+00:00,16651.836757,Python,1.0,2698,1700,0.6300963676797627
tesseract.js,naptha,34544,2015-06-24T02:49:52Z,290119895.836757,175,54,2024-09-01T19:41:37Z,2024-09-01 23:41:27.836757+00:00,14390.836757,JavaScript,2.0,691,665,0.9623733719247467
TaskMatrix,chenfei-wu,34522,2023-03-02T09:04:28Z,47486219.836757,21,0,2024-09-01T09:59:09Z,2024-09-01 23:41:27.836757+00:00,49338.836757,Python,1.0,351,134,0.3817663817663818
awesome-react-native,jondot,34468,2015-03-26T19:58:06Z,297834201.836757,912,0,2024-09-01T19:10:27Z,2024-09-01 23:41:27.836757+00:00,16260.836757,JavaScript,2.0,72,35,0.4861111111111111
the-way-to-go_ZH_CN,unknwon,34459,2013-03-24T17:18:38Z,361088569.836757,592,0,2024-09-01T23:33:03Z,2024-09-01 23:41:27.836757+00:00,504.836757,Go,8.0,0,0,
termux-app,termux,34446,2015-10-23T09:42:46Z,279640721.836757,150,91,2024-09-01T23:39:27Z,2024-09-01 23:41:27.836757+00:00,120.836757,Java,7.0,2639,2311,0.8757104964001515
node-v0.x-archive,nodejs,34440,2009-05-27T16:29:46Z,481792301.836757,218,0,2024-09-01T18:32:50Z,2024-09-01 23:41:27.836757+00:00,18517.836757,,,6378,6378,1.0
gym,openai,34423,2016-04-27T14:59:16Z,263464931.836757,999,19,2024-09-01T20:04:32Z,2024-09-01 23:41:27.836757+00:00,13015.836757,Python,1.0,1818,1722,0.9471947194719472
carbon,carbon-app,34422,2017-06-16T02:50:28Z,227652659.836757,659,215,2024-09-01T21:23:54Z,2024-09-01 23:41:27.836757+00:00,8253.836757,JavaScript,2.0,670,602,0.8985074626865671
date-fns,date-fns,34391,2014-10-06T10:24:22Z,312643025.836757,1067,120,2024-09-01T13:10:27Z,2024-09-01 23:41:27.836757+00:00,37860.836757,TypeScript,0.0,1875,1326,0.7072
photoprism,photoprism,34378,2018-01-27T12:00:15Z,208179672.836757,646,70,2024-09-01T23:22:28Z,2024-09-01 23:41:27.836757+00:00,1139.836757,Go,8.0,2170,1731,0.7976958525345622
streamlit,streamlit,34358,2019-08-24T00:14:52Z,158628395.836757,4033,83,2024-09-01T21:40:22Z,2024-09-01 23:41:27.836757+00:00,7265.836757,Python,1.0,4461,3562,0.7984756780990809
Ryujinx,Ryujinx,34315,2018-02-04T23:07:54Z,207448413.836757,2970,0,2024-09-01T21:18:43Z,2024-09-01 23:41:27.836757+00:00,8564.836757,C#,11.0,3343,2417,0.7230032904576728
tmux,tmux,34308,2015-06-03T23:32:55Z,291859712.836757,1,35,2024-09-01T17:45:32Z,2024-09-01 23:41:27.836757+00:00,21355.836757,C,4.0,3399,3353,0.9864666078258312
interview,huihut,34291,2018-02-09T09:49:48Z,207064299.836757,35,0,2024-09-01T21:51:54Z,2024-09-01 23:41:27.836757+00:00,6573.836757,C++,3.0,62,40,0.6451612903225806
insomnia,Kong,34246,2016-04-23T03:54:26Z,263850421.836757,2778,461,2024-09-01T21:39:35Z,2024-09-01 23:41:27.836757+00:00,7312.836757,JavaScript,2.0,3609,2951,0.8176780271543364
trpc,trpc,34223,2020-07-18T01:17:11Z,130199056.836757,3231,200,2024-09-01T23:20:14Z,2024-09-01 23:41:27.836757+00:00,1273.836757,TypeScript,0.0,1077,984,0.9136490250696379
TrafficMonitor,zhongyang219,34182,2017-07-30T02:51:17Z,223851010.836757,43,24,2024-09-01T23:15:02Z,2024-09-01 23:41:27.836757+00:00,1585.836757,C++,3.0,1658,636,0.3835946924004825
googletest,google,34164,2015-07-28T15:07:53Z,287138014.836757,808,9,2024-09-01T21:56:21Z,2024-09-01 23:41:27.836757+00:00,6306.836757,C++,3.0,2234,1960,0.8773500447627574
lapce,lapce,34148,2018-02-06T08:41:06Z,207327621.836757,1096,31,2024-09-01T23:26:14Z,2024-09-01 23:41:27.836757+00:00,913.836757,Rust,13.0,1884,1151,0.6109341825902336
whisper.cpp,ggerganov,34130,2022-09-25T18:26:37Z,61103690.836757,531,17,2024-09-01T23:28:12Z,2024-09-01 23:41:27.836757+00:00,795.836757,C,4.0,1283,649,0.5058456742010912
v2rayNG,2dust,34126,2019-05-15T02:15:31Z,167347556.836757,248,188,2024-09-01T19:12:58Z,2024-09-01 23:41:27.836757+00:00,16109.836757,Kotlin,27.0,2741,2714,0.990149580445093
novu,novuhq,34062,2021-08-26T15:22:44Z,95242723.836757,4037,36,2024-09-01T23:18:44Z,2024-09-01 23:41:27.836757+00:00,1363.836757,TypeScript,0.0,1464,1187,0.8107923497267759
caffe,BVLC,34027,2013-09-12T18:39:48Z,346222899.836757,1087,14,2024-09-01T12:04:03Z,2024-09-01 23:41:27.836757+00:00,41844.836757,C++,3.0,4797,3897,0.8123827392120075
clipboard.js,zenorocha,33968,2015-09-18T23:04:55Z,282616592.836757,117,42,2024-09-01T20:23:17Z,2024-09-01 23:41:27.836757+00:00,11890.836757,JavaScript,2.0,625,616,0.9856
typeorm,typeorm,33938,2016-02-29T07:41:14Z,268502413.836757,1969,32,2024-09-01T11:43:58Z,2024-09-01 23:41:27.836757+00:00,43049.836757,TypeScript,0.0,8131,5735,0.7053252982412987
AI-For-Beginners,microsoft,33894,2021-03-03T16:27:36Z,110445231.836757,158,0,2024-09-01T23:16:52Z,2024-09-01 23:41:27.836757+00:00,1475.836757,Jupyter Notebook,15.0,111,92,0.8288288288288288
vim-plug,junegunn,33855,2013-09-10T14:58:51Z,346408956.836757,175,8,2024-09-01T15:47:35Z,2024-09-01 23:41:27.836757+00:00,28432.836757,Vim Script,17.0,1018,954,0.93713163064833
formik,jaredpalmer,33838,2017-06-14T19:50:59Z,227764228.836757,828,196,2024-09-01T23:05:29Z,2024-09-01 23:41:27.836757+00:00,2158.836757,TypeScript,0.0,2240,1550,0.6919642857142857
pandoc,jgm,33804,2010-03-20T20:34:23Z,456116824.836757,1572,137,2024-09-01T18:05:23Z,2024-09-01 23:41:27.836757+00:00,20164.836757,Haskell,35.0,7576,6527,0.8615364308342133
12306,testerSunshine,33737,2017-05-17T12:23:40Z,230210267.836757,31,1,2024-09-01T21:19:47Z,2024-09-01 23:41:27.836757+00:00,8500.836757,Python,1.0,691,466,0.6743849493487699
google-research,google-research,33735,2018-10-04T18:42:48Z,186555519.836757,29,0,2024-09-01T21:22:53Z,2024-09-01 23:41:27.836757+00:00,8314.836757,Jupyter Notebook,15.0,1229,324,0.2636289666395443
metasploit-framework,rapid7,33685,2011-08-30T06:13:20Z,410549287.836757,10704,0,2024-09-01T21:02:11Z,2024-09-01 23:41:27.836757+00:00,9556.836757,Ruby,26.0,6025,5627,0.933941908713693
gold-miner,xitu,33631,2015-11-04T03:29:13Z,278626334.836757,3563,0,2024-09-01T09:57:49Z,2024-09-01 23:41:27.836757+00:00,49418.836757,,,5593,5588,0.9991060253888789
Files,files-community,33608,2019-01-04T18:19:14Z,178608133.836757,5044,116,2024-09-01T23:37:51Z,2024-09-01 23:41:27.836757+00:00,216.836757,C#,11.0,9935,9475,0.9536990437845999
shadowsocks,shadowsocks,33551,2012-04-20T13:10:49Z,390306638.836757,70,2,2024-09-01T21:17:33Z,2024-09-01 23:41:27.836757+00:00,8634.836757,Python,1.0,0,0,
Summer2025-Internships,SimplifyJobs,33517,2020-05-23T20:53:18Z,134966889.836757,1668,0,2024-09-01T23:40:44Z,2024-09-01 23:41:27.836757+00:00,43.836757,,,2321,2313,0.996553209823352
zig,ziglang,33512,2015-08-06T00:51:28Z,286411799.836757,7889,18,2024-09-01T23:44:16Z,2024-09-01 23:41:27.836757+00:00,-168.163243,Zig,21.0,11179,8254,0.7383486895071115
compose,docker,33483,2013-12-09T11:40:58Z,338644829.836757,3099,230,2024-09-01T23:03:14Z,2024-09-01 23:41:27.836757+00:00,2293.836757,Go,8.0,7634,7407,0.9702646057112916
HanLP,hankcs,33388,2014-10-09T06:36:16Z,312397511.836757,78,57,2024-09-01T21:31:18Z,2024-09-01 23:41:27.836757+00:00,7809.836757,Python,1.0,1408,1399,0.9936079545454546
EasySpider,NaiboWang,33372,2020-07-18T02:41:27Z,130194000.836757,32,9,2024-09-01T17:25:40Z,2024-09-01 23:41:27.836757+00:00,22547.836757,JavaScript,2.0,478,391,0.8179916317991632
