name,owner,stargazerCount,created_at,time_since_created_at_in_seconds,pull_requests_accepted,releases_count,last_updated,current_date,time_since_last_update_in_seconds,primary_language,primary_language_mapping,total_issues,closed_issues,closed_issues_ratio
freeCodeCamp,freeCodeCamp,400076,2014-12-24T17:49:19Z,305790728.836757,22884,0,2024-09-01T23:11:26Z,2024-09-01 23:41:27.836757+00:00,1801.836757,TypeScript,0.0,18207,18017,0.9895644532322733
free-programming-books,EbookFoundation,332804,2013-10-11T06:50:37Z,343759850.836757,6488,0,2024-09-01T23:35:25Z,2024-09-01 23:41:27.836757+00:00,362.836757,,,1095,1069,0.9762557077625571
awesome,sindresorhus,322166,2014-07-11T13:42:37Z,320147930.836757,651,0,2024-09-01T23:36:57Z,2024-09-01 23:41:27.836757+00:00,270.836757,,,340,327,0.961764705882353
public-apis,public-apis,311360,2016-03-20T23:49:42Z,266716305.836757,1872,0,2024-09-01T23:01:28Z,2024-09-01 23:41:27.836757+00:00,2399.836757,Python,1.0,601,587,0.9767054908485857
coding-interview-university,jwasham,303427,2016-06-06T02:34:12Z,260053635.836757,412,0,2024-09-01T23:34:55Z,2024-09-01 23:41:27.836757+00:00,392.836757,,,440,394,0.8954545454545455
build-your-own-x,codecrafters-io,297737,2018-05-09T12:03:18Z,199366689.836757,139,0,2024-09-01T23:39:12Z,2024-09-01 23:41:27.836757+00:00,135.836757,,,664,482,0.7259036144578314
developer-roadmap,kamranahmedse,289889,2017-03-15T13:45:52Z,235648535.836757,2698,1,2024-09-01T23:40:31Z,2024-09-01 23:41:27.836757+00:00,56.836757,TypeScript,0.0,2220,2145,0.9662162162162162
996.ICU,996icu,269647,2019-03-26T07:31:14Z,171648613.836757,1066,0,2024-09-01T21:58:08Z,2024-09-01 23:41:27.836757+00:00,6199.836757,,,0,0,
system-design-primer,donnemartin,268489,2017-02-26T16:15:28Z,237108359.836757,198,0,2024-09-01T23:16:37Z,2024-09-01 23:41:27.836757+00:00,1490.836757,Python,1.0,295,84,0.2847457627118644
react,facebook,226900,2013-05-24T16:15:54Z,355821933.836757,10725,101,2024-09-01T23:38:28Z,2024-09-01 23:41:27.836757+00:00,179.836757,JavaScript,2.0,13099,12434,0.9492327658599893
awesome-python,vinta,217397,2014-06-27T21:00:06Z,321331281.836757,543,0,2024-09-01T23:36:56Z,2024-09-01 23:41:27.836757+00:00,271.836757,Python,1.0,0,0,
vue,vuejs,207636,2013-07-29T03:24:51Z,350165796.836757,1135,249,2024-09-01T21:16:07Z,2024-09-01 23:41:27.836757+00:00,8720.836757,TypeScript,0.0,10016,9661,0.9645567092651757
project-based-learning,practical-tutorials,194885,2017-04-12T05:07:46Z,233260421.836757,182,0,2024-09-01T23:38:58Z,2024-09-01 23:41:27.836757+00:00,149.836757,,,167,70,0.41916167664670656
awesome-selfhosted,awesome-selfhosted,192921,2015-06-01T02:33:17Z,292108090.836757,2392,1,2024-09-01T23:36:59Z,2024-09-01 23:41:27.836757+00:00,268.836757,,,804,804,1.0
javascript-algorithms,trekhleb,186565,2018-03-24T07:47:04Z,203356463.836757,299,0,2024-09-01T23:22:16Z,2024-09-01 23:41:27.836757+00:00,1151.836757,JavaScript,2.0,351,223,0.6353276353276354
tensorflow,tensorflow,185272,2015-11-07T01:19:20Z,278374927.836757,22725,208,2024-09-01T21:13:00Z,2024-09-01 23:41:27.836757+00:00,8907.836757,C++,3.0,39687,37981,0.9570136316678005
Python,TheAlgorithms,183785,2016-07-16T09:44:01Z,256571846.836757,2799,0,2024-09-01T22:58:12Z,2024-09-01 23:41:27.836757+00:00,2595.836757,Python,1.0,1458,1431,0.9814814814814815
You-Dont-Know-JS,getify,178764,2013-11-16T02:37:24Z,340664643.836757,367,0,2024-09-01T23:03:22Z,2024-09-01 23:41:27.836757+00:00,2285.836757,,,925,846,0.9145945945945946
linux,torvalds,177525,2011-09-04T22:48:12Z,410057595.836757,10,0,2024-09-01T23:02:06Z,2024-09-01 23:41:27.836757+00:00,2361.836757,C,4.0,0,0,
CS-Notes,CyC2018,174477,2018-02-13T14:56:24Z,206700303.836757,374,0,2024-09-01T21:58:06Z,2024-09-01 23:41:27.836757+00:00,6201.836757,,,563,446,0.7921847246891652
ohmyzsh,ohmyzsh,172121,2009-08-28T18:15:37Z,473750750.836757,3195,0,2024-09-01T23:36:26Z,2024-09-01 23:41:27.836757+00:00,301.836757,Shell,5.0,4798,4678,0.9749895789912464
bootstrap,twbs,169890,2011-07-29T21:19:00Z,413259747.836757,8782,89,2024-09-01T20:45:21Z,2024-09-01 23:41:27.836757+00:00,10566.836757,JavaScript,2.0,22476,22026,0.9799786438868126
computer-science,ossu,167948,2014-05-04T00:18:39Z,326071368.836757,267,0,2024-09-01T23:30:05Z,2024-09-01 23:41:27.836757+00:00,682.836757,,,636,620,0.9748427672955975
AutoGPT,Significant-Gravitas,166182,2023-03-16T09:21:07Z,46275620.836757,1889,21,2024-09-01T22:50:29Z,2024-09-01 23:41:27.836757+00:00,3058.836757,Python,1.0,2579,2439,0.9457153935633966
flutter,flutter,164333,2015-03-06T22:54:58Z,299551589.836757,38754,7,2024-09-01T21:58:09Z,2024-09-01 23:41:27.836757+00:00,6198.836757,Dart,6.0,97964,85482,0.8725858478624801
vscode,microsoft,162022,2015-09-03T20:23:38Z,283922269.836757,27004,139,2024-09-01T23:12:37Z,2024-09-01 23:41:27.836757+00:00,1730.836757,TypeScript,0.0,182193,172933,0.949174776198866
gitignore,github,160801,2010-11-08T20:17:14Z,435986653.836757,1549,0,2024-09-01T23:39:35Z,2024-09-01 23:41:27.836757+00:00,112.836757,,,0,0,
Python-100-Days,jackfrued,154306,2018-03-01T16:05:52Z,205313735.836757,13,0,2024-09-01T21:59:21Z,2024-09-01 23:41:27.836757+00:00,6126.836757,Python,1.0,639,110,0.17214397496087636
the-art-of-command-line,jlevy,151999,2015-05-20T15:11:03Z,293099424.836757,317,0,2024-09-01T23:15:47Z,2024-09-01 23:41:27.836757+00:00,1540.836757,,,251,132,0.5258964143426295
JavaGuide,Snailclimb,145673,2018-05-07T13:27:00Z,199534467.836757,1042,0,2024-09-01T21:17:52Z,2024-09-01 23:41:27.836757+00:00,8615.836757,Java,7.0,1039,973,0.9364773820981713
javascript,airbnb,144431,2012-11-01T23:13:50Z,373422457.836757,804,0,2024-09-01T21:33:03Z,2024-09-01 23:41:27.836757+00:00,7704.836757,JavaScript,2.0,1326,1234,0.9306184012066365
the-book-of-secret-knowledge,trimstray,142244,2018-06-23T10:43:14Z,195483493.836757,122,0,2024-09-01T23:33:00Z,2024-09-01 23:41:27.836757+00:00,507.836757,,,0,0,
stable-diffusion-webui,AUTOMATIC1111,138881,2022-08-22T14:05:26Z,64056961.836757,1829,26,2024-09-01T23:41:30Z,2024-09-01 23:41:27.836757+00:00,-2.163243,Python,1.0,7620,5395,0.708005249343832
transformers,huggingface,131431,2018-10-29T13:56:00Z,184412727.836757,13231,164,2024-09-01T23:23:30Z,2024-09-01 23:41:27.836757+00:00,1077.836757,Python,1.0,15591,14581,0.9352190366236932
youtube-dl,ytdl-org,131101,2010-10-31T14:35:07Z,436698380.836757,1636,341,2024-09-01T23:17:28Z,2024-09-01 23:41:27.836757+00:00,1439.836757,Python,1.0,26593,22887,0.8606400180498628
awesome-go,avelino,128002,2014-07-06T13:42:15Z,320579952.836757,3237,0,2024-09-01T23:40:17Z,2024-09-01 23:41:27.836757+00:00,70.836757,Go,8.0,647,645,0.9969088098918083
fucking-algorithm,labuladong,124808,2020-02-19T09:01:23Z,143131204.836757,238,1,2024-09-01T17:01:05Z,2024-09-01 23:41:27.836757+00:00,24022.836757,Markdown,9.0,830,830,1.0
next.js,vercel,124527,2016-10-05T23:32:51Z,249523716.836757,18064,1000,2024-09-01T23:23:25Z,2024-09-01 23:41:27.836757+00:00,1082.836757,JavaScript,2.0,21082,18186,0.8626316288777156
go,golang,122591,2014-08-19T04:33:40Z,316811267.836757,1,0,2024-09-01T23:02:49Z,2024-09-01 23:41:27.836757+00:00,2318.836757,Go,8.0,63151,54022,0.8554417190543301
30-seconds-of-code,Chalarangelo,120947,2017-11-29T17:35:03Z,213257184.836757,817,10,2024-09-01T20:57:47Z,2024-09-01 23:41:27.836757+00:00,9820.836757,JavaScript,2.0,294,294,1.0
react-native,facebook,117820,2015-01-09T18:10:16Z,304407071.836757,848,336,2024-09-01T20:44:05Z,2024-09-01 23:41:27.836757+00:00,10642.836757,C++,3.0,25999,25414,0.9774991345820994
tech-interview-handbook,yangshun,116295,2016-07-05T05:00:48Z,257539239.836757,459,0,2024-09-01T23:24:16Z,2024-09-01 23:41:27.836757+00:00,1031.836757,TypeScript,0.0,93,62,0.6666666666666666
electron,electron,113585,2013-04-12T01:47:36Z,359502831.836757,20111,1000,2024-09-01T23:24:11Z,2024-09-01 23:41:27.836757+00:00,1036.836757,C++,3.0,19989,19130,0.9570263645004753
free-programming-books-zh_CN,justjavac,110974,2013-11-04T01:59:19Z,341703728.836757,282,3,2024-09-01T21:17:36Z,2024-09-01 23:41:27.836757+00:00,8631.836757,,,0,0,
kubernetes,kubernetes,109542,2014-06-06T22:56:04Z,323138723.836757,59245,690,2024-09-01T23:03:29Z,2024-09-01 23:41:27.836757+00:00,2278.836757,Go,8.0,45698,43834,0.9592104687294849
awesome-chatgpt-prompts,f,108893,2022-12-05T13:54:13Z,54985634.836757,117,0,2024-09-01T23:39:25Z,2024-09-01 23:41:27.836757+00:00,122.836757,HTML,10.0,0,0,
PowerToys,microsoft,108500,2019-05-01T17:44:02Z,168501445.836757,4789,101,2024-09-01T22:32:30Z,2024-09-01 23:41:27.836757+00:00,4137.836757,C#,11.0,28922,22973,0.7943088306479497
d3,d3,108367,2010-09-27T17:22:42Z,439625925.836757,485,194,2024-09-01T23:00:22Z,2024-09-01 23:41:27.836757+00:00,2465.836757,Shell,5.0,2202,2196,0.997275204359673
scrcpy,Genymobile,108243,2017-11-21T18:00:27Z,213946860.836757,85,39,2024-09-01T22:45:12Z,2024-09-01 23:41:27.836757+00:00,3375.836757,C,4.0,4700,2759,0.5870212765957447
node,nodejs,106303,2014-11-26T19:57:11Z,308202256.836757,8671,404,2024-09-01T22:03:24Z,2024-09-01 23:41:27.836757+00:00,5883.836757,JavaScript,2.0,18070,16483,0.912174875484228
axios,axios,105085,2014-08-18T22:30:27Z,316833060.836757,872,84,2024-09-01T16:30:47Z,2024-09-01 23:41:27.836757+00:00,25840.836757,JavaScript,2.0,4662,4031,0.8646503646503646
create-react-app,facebook,102488,2016-07-17T14:55:11Z,256466776.836757,1945,83,2024-09-01T21:18:03Z,2024-09-01 23:41:27.836757+00:00,8604.836757,JavaScript,2.0,8304,6545,0.788174373795761
three.js,mrdoob,101427,2010-03-23T18:58:01Z,455863406.836757,12892,160,2024-09-01T23:15:12Z,2024-09-01 23:41:27.836757+00:00,1575.836757,JavaScript,2.0,12490,12092,0.9681345076060849
TypeScript,microsoft,99903,2014-06-17T15:28:39Z,322215168.836757,14321,199,2024-09-01T21:00:12Z,2024-09-01 23:41:27.836757+00:00,9675.836757,TypeScript,0.0,40740,35488,0.8710849288168876
nodebestpractices,goldbergyoni,99150,2017-09-15T08:33:19Z,219769688.836757,765,0,2024-09-01T21:18:45Z,2024-09-01 23:41:27.836757+00:00,8562.836757,Dockerfile,12.0,322,283,0.8788819875776398
GitHub-Chinese-Top-Charts,GrowingGit,97998,2019-09-05T03:01:56Z,157581571.836757,0,0,2024-09-01T20:08:55Z,2024-09-01 23:41:27.836757+00:00,12752.836757,Java,7.0,349,157,0.4498567335243553
rust,rust-lang,96443,2010-06-16T20:39:03Z,448513344.836757,57387,128,2024-09-01T23:23:40Z,2024-09-01 23:41:27.836757+00:00,1067.836757,Rust,13.0,54128,44543,0.8229197457877624
angular,angular,95624,2014-09-18T16:12:01Z,314177366.836757,3612,356,2024-09-01T22:35:18Z,2024-09-01 23:41:27.836757+00:00,3969.836757,TypeScript,0.0,27923,26538,0.9503993123948
terminal,microsoft,94809,2017-08-11T18:38:22Z,222757385.836757,3881,119,2024-09-01T23:00:12Z,2024-09-01 23:41:27.836757+00:00,2475.836757,C++,3.0,12637,11135,0.8811426762681016
hello-algo,krahets,94192,2022-11-04T11:08:34Z,57673973.836757,840,8,2024-09-01T23:33:00Z,2024-09-01 23:41:27.836757+00:00,507.836757,Java,7.0,208,197,0.9471153846153846
deno,denoland,93827,2018-05-15T01:34:26Z,198886021.836757,11229,291,2024-09-01T21:15:30Z,2024-09-01 23:41:27.836757+00:00,8757.836757,Rust,13.0,10615,8722,0.8216674517192651
material-ui,mui,93120,2014-08-18T19:11:54Z,316844973.836757,18869,490,2024-09-01T18:51:23Z,2024-09-01 23:41:27.836757+00:00,17404.836757,TypeScript,0.0,19266,17554,0.9111387937298868
Microsoft-Activation-Scripts,massgravel,92869,2020-01-12T23:03:34Z,146363873.836757,5,15,2024-09-01T23:41:43Z,2024-09-01 23:41:27.836757+00:00,-15.163243,Batchfile,14.0,381,377,0.989501312335958
langchain,langchain-ai,91796,2022-10-17T02:58:36Z,59258571.836757,11445,550,2024-09-01T20:52:26Z,2024-09-01 23:41:27.836757+00:00,10141.836757,Jupyter Notebook,15.0,7466,6870,0.9201714438789178
ant-design,ant-design,91734,2015-04-24T15:37:24Z,295344243.836757,14163,665,2024-09-01T22:55:10Z,2024-09-01 23:41:27.836757+00:00,2777.836757,TypeScript,0.0,30013,28865,0.9617499083730383
clean-code-javascript,ryanmcdermott,91120,2016-11-25T22:25:41Z,245121346.836757,149,0,2024-09-01T23:23:33Z,2024-09-01 23:41:27.836757+00:00,1074.836757,JavaScript,2.0,154,84,0.5454545454545454
HelloGitHub,521xueweihan,89932,2016-05-04T06:24:11Z,262891036.836757,17,46,2024-09-01T21:52:58Z,2024-09-01 23:41:27.836757+00:00,6509.836757,Python,1.0,2670,2535,0.949438202247191
java-design-patterns,iluwatar,89169,2014-08-09T16:45:18Z,317631369.836757,1385,0,2024-09-01T23:31:06Z,2024-09-01 23:41:27.836757+00:00,621.836757,Java,7.0,937,801,0.8548559231590181
godot,godotengine,88485,2014-01-04T16:05:36Z,336382551.836757,33808,57,2024-09-01T21:12:36Z,2024-09-01 23:41:27.836757+00:00,8931.836757,C++,3.0,52041,41444,0.7963720912357565
puppeteer,puppeteer,88118,2017-05-09T22:16:13Z,230865914.836757,4812,432,2024-09-01T22:52:32Z,2024-09-01 23:41:27.836757+00:00,2935.836757,TypeScript,0.0,6869,6609,0.9621487843936526
vue-element-admin,PanJiaChen,87447,2017-04-17T03:35:49Z,232833938.836757,311,49,2024-09-01T18:11:29Z,2024-09-01 23:41:27.836757+00:00,19798.836757,Vue,16.0,3583,2349,0.6555958693831985
ollama,ollama,87439,2023-06-26T19:39:32Z,37425715.836757,1531,89,2024-09-01T23:23:16Z,2024-09-01 23:41:27.836757+00:00,1091.836757,Go,8.0,4153,3103,0.7471707199614737
free-for-dev,ripienaar,86810,2015-03-18T21:06:26Z,298521301.836757,2539,0,2024-09-01T22:15:17Z,2024-09-01 23:41:27.836757+00:00,5170.836757,HTML,10.0,0,0,
papers-we-love,papers-we-love,86514,2013-12-15T14:31:41Z,338116186.836757,430,0,2024-09-01T23:37:19Z,2024-09-01 23:41:27.836757+00:00,248.836757,Shell,5.0,236,217,0.9194915254237288
thefuck,nvbn,84451,2015-04-08T15:08:04Z,296728403.836757,482,17,2024-09-01T23:24:50Z,2024-09-01 23:41:27.836757+00:00,997.836757,Python,1.0,728,470,0.6456043956043956
frp,fatedier,84016,2015-12-21T15:24:59Z,274522588.836757,626,99,2024-09-01T23:29:03Z,2024-09-01 23:41:27.836757+00:00,744.836757,Go,8.0,3494,3436,0.9834001144819691
iptv,iptv-org,84000,2018-11-14T22:00:57Z,183001230.836757,6327,0,2024-09-01T23:40:37Z,2024-09-01 23:41:27.836757+00:00,50.836757,JavaScript,2.0,8324,8310,0.998318116290245
storybook,storybookjs,83882,2016-03-18T04:23:44Z,266959063.836757,10198,1000,2024-09-01T23:27:47Z,2024-09-01 23:41:27.836757+00:00,820.836757,TypeScript,0.0,12700,10841,0.8536220472440945
Web-Dev-For-Beginners,microsoft,82842,2020-11-10T02:44:00Z,120257847.836757,494,0,2024-09-01T23:20:39Z,2024-09-01 23:41:27.836757+00:00,1248.836757,JavaScript,2.0,289,240,0.8304498269896193
Awesome-Hacking,Hack-with-Github,82206,2016-03-30T15:47:10Z,265881257.836757,33,0,2024-09-01T23:34:09Z,2024-09-01 23:41:27.836757+00:00,438.836757,,,0,0,
every-programmer-should-know,mtdvio,82009,2017-08-24T13:18:26Z,221653381.836757,99,0,2024-09-01T23:34:22Z,2024-09-01 23:41:27.836757+00:00,425.836757,,,52,21,0.40384615384615385
pytorch,pytorch,81755,2016-08-13T05:26:41Z,254168086.836757,5850,54,2024-09-01T23:11:26Z,2024-09-01 23:41:27.836757+00:00,1801.836757,Python,1.0,44520,30760,0.6909254267744834
tailwindcss,tailwindlabs,81604,2017-10-06T14:59:14Z,217932133.836757,2182,228,2024-09-01T23:08:48Z,2024-09-01 23:41:27.836757+00:00,1959.836757,TypeScript,0.0,3363,3324,0.9884032114183765
yt-dlp,yt-dlp,81446,2020-10-26T04:22:55Z,121547912.836757,2213,91,2024-09-01T23:35:48Z,2024-09-01 23:41:27.836757+00:00,339.836757,Python,1.0,7637,6233,0.8161581772947493
tauri,tauri-apps,81410,2019-07-13T09:09:37Z,162225110.836757,4319,1000,2024-09-01T23:36:59Z,2024-09-01 23:41:27.836757+00:00,268.836757,Rust,13.0,4394,3473,0.7903959945380064
neovim,neovim,81335,2014-01-31T13:39:22Z,334058525.836757,13463,38,2024-09-01T23:27:42Z,2024-09-01 23:41:27.836757+00:00,825.836757,Vim Script,17.0,11613,10155,0.8744510462412813
animate.css,animate-css,80499,2011-10-12T10:07:38Z,406820029.836757,315,22,2024-09-01T22:10:49Z,2024-09-01 23:41:27.836757+00:00,5438.836757,CSS,18.0,865,841,0.9722543352601156
excalidraw,excalidraw,80232,2020-01-02T01:04:43Z,147307004.836757,3430,13,2024-09-01T23:23:51Z,2024-09-01 23:41:27.836757+00:00,1056.836757,TypeScript,0.0,3474,1997,0.5748416810592977
realworld,gothinkster,80196,2016-02-26T20:49:53Z,268714294.836757,429,0,2024-09-01T20:47:52Z,2024-09-01 23:41:27.836757+00:00,10415.836757,TypeScript,0.0,532,493,0.9266917293233082
django,django,78980,2012-04-28T02:47:18Z,389652849.836757,9131,0,2024-09-01T23:40:11Z,2024-09-01 23:41:27.836757+00:00,76.836757,Python,1.0,0,0,
app-ideas,florinpop17,78679,2019-02-25T18:36:56Z,174114271.836757,149,0,2024-09-01T23:33:59Z,2024-09-01 23:41:27.836757+00:00,448.836757,,,145,43,0.296551724137931
nvm,nvm-sh,78563,2010-04-15T17:47:47Z,453880420.836757,708,68,2024-09-01T23:12:34Z,2024-09-01 23:41:27.836757+00:00,1733.836757,Shell,5.0,2183,1892,0.8666972056802565
svelte,sveltejs,78104,2016-11-20T18:13:05Z,245568502.836757,4661,266,2024-09-01T23:39:23Z,2024-09-01 23:41:27.836757+00:00,124.836757,JavaScript,2.0,6947,6146,0.8846984309774003
laravel,laravel,77989,2011-06-08T03:06:08Z,417731719.836757,1578,170,2024-09-01T22:21:46Z,2024-09-01 23:41:27.836757+00:00,4781.836757,PHP,19.0,0,0,
bitcoin,bitcoin,77773,2010-12-19T15:16:43Z,432462284.836757,14398,51,2024-09-01T22:34:58Z,2024-09-01 23:41:27.836757+00:00,3989.836757,C++,3.0,8118,7757,0.9555309189455531
opencv,opencv,77747,2012-07-19T09:40:17Z,382543270.836757,12303,63,2024-09-01T23:29:24Z,2024-09-01 23:41:27.836757+00:00,723.836757,C++,3.0,10702,8232,0.7692020183143338
gin,gin-gonic,77727,2014-06-16T23:57:25Z,322271042.836757,1026,26,2024-09-01T21:38:03Z,2024-09-01 23:41:27.836757+00:00,7404.836757,Go,8.0,2229,1626,0.7294751009421265
mall,macrozheng,77090,2018-04-04T01:11:44Z,202429783.836757,1,3,2024-09-01T18:50:26Z,2024-09-01 23:41:27.836757+00:00,17461.836757,Java,7.0,493,474,0.9614604462474645
models,tensorflow,76913,2016-02-05T01:15:20Z,270599167.836757,2327,46,2024-09-01T22:23:29Z,2024-09-01 23:41:27.836757+00:00,4678.836757,Python,1.0,7273,6205,0.8531555066684999
FiraCode,tonsky,76588,2014-11-11T19:32:38Z,309499729.836757,132,29,2024-09-01T19:20:06Z,2024-09-01 23:41:27.836757+00:00,15681.836757,Clojure,20.0,1325,935,0.7056603773584905
advanced-java,doocs,75572,2018-10-06T11:38:30Z,186408177.836757,86,1,2024-09-01T13:10:46Z,2024-09-01 23:41:27.836757+00:00,37841.836757,Java,7.0,146,141,0.9657534246575342
LeetCodeAnimation,MisterBooo,75272,2018-12-06T08:01:22Z,181150805.836757,63,0,2024-09-01T20:48:03Z,2024-09-01 23:41:27.836757+00:00,10404.836757,Java,7.0,59,42,0.711864406779661
fastapi,fastapi,75168,2018-12-08T08:21:47Z,180976780.836757,2094,185,2024-09-01T21:55:59Z,2024-09-01 23:41:27.836757+00:00,6328.836757,Python,1.0,3425,3387,0.9889051094890511
hugo,gohugoio,74555,2013-07-04T15:26:26Z,352282501.836757,2557,285,2024-09-01T18:08:15Z,2024-09-01 23:41:27.836757+00:00,19992.836757,Go,8.0,7315,6882,0.9408065618591934
awesome-mac,jaywcjlove,74540,2016-07-17T15:33:47Z,256464460.836757,870,9,2024-09-01T23:24:05Z,2024-09-01 23:41:27.836757+00:00,1042.836757,JavaScript,2.0,423,310,0.7328605200945626
ChatGPT-Next-Web,ChatGPTNextWeb,74499,2023-03-10T18:27:54Z,46761213.836757,706,66,2024-09-01T22:00:58Z,2024-09-01 23:41:27.836757+00:00,6029.836757,TypeScript,0.0,2955,2565,0.868020304568528
spring-boot,spring-projects,74315,2012-10-19T15:02:57Z,374575110.836757,42,283,2024-09-01T22:25:52Z,2024-09-01 23:41:27.836757+00:00,4535.836757,Java,7.0,35210,34690,0.98523146833286
Font-Awesome,FortAwesome,73475,2012-02-17T14:19:43Z,395745704.836757,205,56,2024-09-01T19:51:07Z,2024-09-01 23:41:27.836757+00:00,13820.836757,JavaScript,2.0,19414,15382,0.7923148243535593
bun,oven-sh,72879,2021-04-14T00:48:17Z,106872790.836757,3663,156,2024-09-01T21:33:41Z,2024-09-01 23:41:27.836757+00:00,7666.836757,Zig,21.0,8458,5058,0.5980137148262
json-server,typicode,72446,2013-11-27T13:21:13Z,339675614.836757,120,37,2024-09-01T23:07:50Z,2024-09-01 23:41:27.836757+00:00,2017.836757,JavaScript,2.0,1145,539,0.4707423580786026
awesome-vue,vuejs,71805,2015-10-20T00:16:14Z,279933913.836757,3517,0,2024-09-01T20:16:36Z,2024-09-01 23:41:27.836757+00:00,12291.836757,,,222,188,0.8468468468468469
rustdesk,rustdesk,71517,2020-09-28T15:36:08Z,123926719.836757,3015,20,2024-09-01T23:32:27Z,2024-09-01 23:41:27.836757+00:00,540.836757,Rust,13.0,2992,2947,0.9849598930481284
supabase,supabase,71067,2019-10-12T05:56:49Z,154374278.836757,9553,15,2024-09-01T22:59:47Z,2024-09-01 23:41:27.836757+00:00,2500.836757,TypeScript,0.0,3706,3469,0.9360496492174851
core,home-assistant,70956,2013-09-17T07:29:48Z,345831099.836757,62543,1000,2024-09-01T23:36:17Z,2024-09-01 23:41:27.836757+00:00,310.836757,Python,1.0,51603,49375,0.9568242156463771
mermaid,mermaid-js,70372,2014-11-01T23:52:32Z,310348135.836757,2138,127,2024-09-01T21:19:06Z,2024-09-01 23:41:27.836757+00:00,8541.836757,JavaScript,2.0,2912,1965,0.6747939560439561
netdata,netdata,70278,2013-06-17T18:39:10Z,353739737.836757,8987,90,2024-09-01T23:29:27Z,2024-09-01 23:41:27.836757+00:00,720.836757,C,4.0,7902,7733,0.9786130093647178
awesome-interview-questions,DopplerHQ,70126,2015-11-28T09:48:17Z,276529990.836757,176,0,2024-09-01T22:45:32Z,2024-09-01 23:41:27.836757+00:00,3355.836757,,,62,35,0.5645161290322581
elasticsearch,elastic,69306,2010-02-08T13:20:56Z,459598831.836757,66048,153,2024-09-01T22:01:38Z,2024-09-01 23:41:27.836757+00:00,5989.836757,Java,7.0,36013,32198,0.8940660317107711
ML-For-Beginners,microsoft,68916,2021-03-03T01:34:05Z,110498842.836757,365,0,2024-09-01T23:20:57Z,2024-09-01 23:41:27.836757+00:00,1230.836757,HTML,10.0,131,131,1.0
gpt4all,nomic-ai,68881,2023-03-27T18:49:32Z,45291115.836757,742,23,2024-09-01T22:23:07Z,2024-09-01 23:41:27.836757+00:00,4700.836757,C++,3.0,1822,1289,0.7074643249176729
Front-End-Checklist,thedaviddias,68445,2017-10-16T10:12:36Z,217085331.836757,176,1,2024-09-01T22:16:32Z,2024-09-01 23:41:27.836757+00:00,5095.836757,,,148,146,0.9864864864864865
moby,moby,68414,2013-01-18T18:10:57Z,366701430.836757,19989,189,2024-09-01T20:27:06Z,2024-09-01 23:41:27.836757+00:00,11661.836757,Go,8.0,22631,19560,0.8643011797976228
node,base-org,68098,2023-02-01T13:55:02Z,49974385.836757,114,35,2024-09-01T10:12:25Z,2024-09-01 23:41:27.836757+00:00,48542.836757,Shell,5.0,162,146,0.9012345679012346
github-readme-stats,anuraghazra,67795,2020-07-09T10:34:22Z,130943225.836757,1140,0,2024-09-01T23:08:53Z,2024-09-01 23:41:27.836757+00:00,1954.836757,JavaScript,2.0,1212,1085,0.8952145214521452
ui,shadcn-ui,67629,2023-01-04T12:43:27Z,52397880.836757,349,18,2024-09-01T23:34:50Z,2024-09-01 23:41:27.836757+00:00,397.836757,TypeScript,0.0,2144,1834,0.855410447761194
reveal.js,hakimel,67502,2011-06-07T18:54:22Z,417761225.836757,402,47,2024-09-01T20:27:41Z,2024-09-01 23:41:27.836757+00:00,11626.836757,JavaScript,2.0,2394,1662,0.6942355889724311
flask,pallets,67424,2010-04-06T11:11:59Z,454681768.836757,1570,34,2024-09-01T21:57:06Z,2024-09-01 23:41:27.836757+00:00,6261.836757,Python,1.0,2645,2639,0.9977315689981097
code-server,coder,67389,2019-02-27T16:50:41Z,173947846.836757,1476,161,2024-09-01T22:59:42Z,2024-09-01 23:41:27.836757+00:00,2505.836757,TypeScript,0.0,3497,3396,0.9711181012296254
funNLP,fighting41love,67339,2018-08-21T11:20:39Z,190383648.836757,14,0,2024-09-01T21:24:56Z,2024-09-01 23:41:27.836757+00:00,8191.836757,Python,1.0,207,54,0.2608695652173913
stable-diffusion,CompVis,67324,2022-08-10T14:36:44Z,65091883.836757,5,0,2024-09-01T21:51:32Z,2024-09-01 23:41:27.836757+00:00,6595.836757,Jupyter Notebook,15.0,709,189,0.26657263751763044
awesome-for-beginners,MunGell,67277,2015-10-24T19:53:36Z,279517671.836757,335,0,2024-09-01T23:34:46Z,2024-09-01 23:41:27.836757+00:00,401.836757,,,162,124,0.7654320987654321
swift,swiftlang,67222,2015-10-23T21:15:07Z,279599180.836757,49998,53,2024-09-01T23:38:39Z,2024-09-01 23:41:27.836757+00:00,168.836757,C++,3.0,15431,8777,0.5687900978549673
vite,vitejs,66954,2020-04-21T05:03:57Z,137788650.836757,4507,461,2024-09-01T20:48:12Z,2024-09-01 23:41:27.836757+00:00,10395.836757,TypeScript,0.0,7285,6814,0.9353466026080989
whisper,openai,66894,2022-09-16T20:02:54Z,61875513.836757,95,10,2024-09-01T22:54:06Z,2024-09-01 23:41:27.836757+00:00,2841.836757,Python,1.0,0,0,
nest,nestjs,66560,2017-02-04T20:12:52Z,238994915.836757,6358,97,2024-09-01T22:22:07Z,2024-09-01 23:41:27.836757+00:00,4760.836757,TypeScript,0.0,5358,5297,0.988615154908548
